"gene_name","Human Gene ID","HGNCID","Human Symbol"," Species","Mouse GeneID","MGIID","Mouse_Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From"
"DUSP14","11072","17007","DUSP14","Mouse","67446","1914696","Dusp28","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","67603","1914853","Dusp6","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","237860","2679255","Ssh2","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","19252","105120","Dusp1","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","63953","1927070","Dusp10","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","319520","2442191","Dusp4","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","70686","1917936","Dusp16","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP14","11072","17007","DUSP14","Mouse","245857","2683546","Ssh3","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP22","56940","16077","DUSP22","Mouse","105352","1915926","Dusp22","15","15.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"DUSP22","56940","16077","DUSP22","Mouse","80915","1890614","Dusp12","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP22","56940","16077","DUSP22","Mouse","100040244","3709613","Gm14698","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP22","56940","16077","DUSP22","Mouse","68082","1915332","Dusp19","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP22","56940","16077","DUSP22","Mouse","75590","2387107","Dusp9","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP22","56940","16077","DUSP22","Mouse","13537","101911","Dusp2","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","237860","2679255","Ssh2","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","66959","1914209","Dusp26","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","19252","105120","Dusp1","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","63953","1927070","Dusp10","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","18218","106626","Dusp8","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","435391","3647127","Dupd1","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","319520","2442191","Dusp4","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","240672","2685183","Dusp5","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","231637","2686240","Ssh1","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","70686","1917936","Dusp16","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","252864","1934928","Dusp15","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","245857","2683546","Ssh3","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP22","56940","16077","DUSP22","Mouse","240892","2685055","Dusp27","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","319520","2442191","Dusp4","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"DUSP4","1846","3070","DUSP4","Mouse","19252","105120","Dusp1","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","237860","2679255","Ssh2","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","63953","1927070","Dusp10","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","70686","1917936","Dusp16","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","245857","2683546","Ssh3","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","67603","1914853","Dusp6","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","56405","1927168","Dusp14","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","75219","1922469","Dusp18","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","73547","1920797","Dusp21","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","67446","1914696","Dusp28","2","2.04","low","No","No","OrthoDB, RoundUp"
"DUSP4","1846","3070","DUSP4","Mouse","13537","101911","Dusp2","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","66959","1914209","Dusp26","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","105352","1915926","Dusp22","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","80915","1890614","Dusp12","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","100040244","3709613","Gm14698","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","18218","106626","Dusp8","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","435391","3647127","Dupd1","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","240672","2685183","Dusp5","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","231637","2686240","Ssh1","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","252864","1934928","Dusp15","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","68082","1915332","Dusp19","2","1.91","low","No","No","eggNOG, OrthoDB"
"DUSP4","1846","3070","DUSP4","Mouse","240892","2685055","Dusp27","2","1.91","low","No","No","eggNOG, OrthoDB"
"E2F1","1869","3113","E2F1","Mouse","13555","101941","E2f1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"E2F1","1869","3113","E2F1","Mouse","13557","1096340","E2f3","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"E2F1","1869","3113","E2F1","Mouse","104394","103012","E2f4","2","1.93","low","No","No","eggNOG, RoundUp"
"E2F1","1869","3113","E2F1","Mouse","50496","1354159","E2f6","2","1.91","low","No","No","eggNOG, OrthoDB"
"E2F1","1869","3113","E2F1","Mouse","242705","1096341","E2f2","2","1.91","low","No","No","eggNOG, OrthoDB"
"E2F7","144455","23820","E2F7","Mouse","52679","1289147","E2f7","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"E2F7","144455","23820","E2F7","Mouse","108961","1922038","E2f8","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"E2F8","79733","24727","E2F8","Mouse","108961","1922038","E2f8","14","14.27","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"E2F8","79733","24727","E2F8","Mouse","52679","1289147","E2f7","2","1.9","low","No","No","eggNOG, OrthoFinder"
"EEF1B2","1933","3208","EEF1B2","Mouse","55949","1929520","Eef1b2","13","13.41","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"EEF1B2","1933","3208","EEF1B2","Mouse","66656","1913906","Eef1d","2","1.91","low","No","No","eggNOG, OrthoDB"
"EFCAB14","9813","29051","EFCAB14","Mouse","230648","2442397","Efcab14","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"EFEMP1","2202","3218","EFEMP1","Mouse","216616","1339998","Efemp1","13","13.24","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam"
"EFEMP2","30008","3219","EFEMP2","Mouse","58859","1891209","Efemp2","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EFS","10278","16898","EFS","Mouse","13644","105311","Efs","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EGLN1","54583","1232","EGLN1","Mouse","112405","1932286","Egln1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EGLN1","54583","1232","EGLN1","Mouse","112407","1932288","Egln3","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"EGLN1","54583","1232","EGLN1","Mouse","112406","1932287","Egln2","2","1.91","low","No","No","eggNOG, OrthoDB"
"EGR3","1960","3240","EGR3","Mouse","13655","1306780","Egr3","13","13.39","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EIF2B1","1967","3257","EIF2B1","Mouse","209354","2384802","Eif2b1","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EIF2S1","1965","3265","EIF2S1","Mouse","13665","95299","Eif2s1","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"EIF2S2","8894","3266","EIF2S2","Mouse","67204","1914454","Eif2s2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EIF3E","3646","3277","EIF3E","Mouse","16341","99257","Eif3e","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EIF3L","51386","18138","EIF3L","Mouse","223691","2386251","Eif3l","13","13.28","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EIF4G3","8672","3298","EIF4G3","Mouse","230861","1923935","Eif4g3","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EIF4G3","8672","3298","EIF4G3","Mouse","208643","2384784","Eif4g1","4","3.84","moderate","No","No","eggNOG, OrthoDB, orthoMCL, RoundUp"
"ELL2","22936","17064","ELL2","Mouse","192657","2183438","Ell2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ELL2","22936","17064","ELL2","Mouse","13716","109377","Ell","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"ELL2","22936","17064","ELL2","Mouse","269344","2673679","Ell3","2","1.91","low","No","No","eggNOG, OrthoDB"
"ELL2","22936","17064","ELL2","Mouse","218518","2446166","Marveld2","2","1.91","low","No","No","eggNOG, OrthoDB"
"EMILIN1","11117","19880","EMILIN1","Mouse","100952","1926189","Emilin1","14","14.27","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"EMP2","2013","3334","EMP2","Mouse","13731","1098726","Emp2","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ENGASE","64772","24622","ENGASE","Mouse","217364","2443788","Engase","14","14.34","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"ENO1","2023","3350","ENO1","Mouse","433182","3648653","Eno1b","13","12.7","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam"
"ENO1","2023","3350","ENO1","Mouse","13806","95393","Eno1","9","9.3","moderate","No","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"ENO1","2023","3350","ENO1","Mouse","13808","95395","Eno3","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ENO1","2023","3350","ENO1","Mouse","13807","95394","Eno2","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"ENTHD2","146705","26458","TEPSIN","Mouse","78777","1926027","Tepsin","12","12.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam"
"EPHB6","2051","3396","EPHB6","Mouse","13848","1096338","Ephb6","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EPHB6","2051","3396","EPHB6","Mouse","13837","99612","Epha3","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13836","95278","Epha2","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13844","99611","Ephb2","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","270190","1096337","Ephb1","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13842","109378","Epha8","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13846","104757","Ephb4","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13841","95276","Epha7","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13839","99654","Epha5","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13835","107381","Epha1","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13838","98277","Epha4","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13840","108034","Epha6","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","13845","104770","Ephb3","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL"
"EPHB6","2051","3396","EPHB6","Mouse","230735","3586824","Epha10","2","1.9","low","No","No","eggNOG, OrthoFinder"
"ERGIC1","57222","29205","ERGIC1","Mouse","67458","1914708","Ergic1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ESD","2098","3465","ESD","Mouse","13885","95421","Esd","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ETFA","2108","3481","ETFA","Mouse","110842","106092","Etfa","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EVI2B","2124","3500","EVI2B","Mouse","101488212","5439444","Evi2","10","9.94","high","Yes","Yes","Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Phylome, RoundUp"
"EVI2B","2124","3500","EVI2B","Mouse","216984","1890682","Evi2b","9","9.3","moderate","No","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"EXOC3","11336","30378","EXOC3","Mouse","211446","2443972","Exoc3","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EXOC3","11336","30378","EXOC3","Mouse","277978","3041195","Exoc3l","2","1.91","low","No","No","eggNOG, OrthoDB"
"EZR","7430","12691","EZR","Mouse","22350","98931","Ezr","13","13.28","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"EZR","7430","12691","EZR","Mouse","19684","97887","Rdx","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"EZR","7430","12691","EZR","Mouse","17698","97167","Msn","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"EZR","7430","12691","EZR","Mouse","18016","97307","Nf2","2","1.9","low","No","No","eggNOG, OrthoFinder"
"FABP3","2170","3557","FABP3","Mouse","14077","95476","Fabp3","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"FABP3","2170","3557","FABP3","Mouse","12140","101916","Fabp7","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"FABP3","2170","3557","FABP3","Mouse","18857","102667","Pmp2","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"FABP3","2170","3557","FABP3","Mouse","16592","101790","Fabp5","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"FABP3","2170","3557","FABP3","Mouse","11770","88038","Fabp4","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"FABP3","2170","3557","FABP3","Mouse","75497","1922747","Fabp12","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"FABP3","2170","3557","FABP3","Mouse","63954","1890409","Rbp7","2","1.91","low","No","No","eggNOG, OrthoDB"
"FABP3","2170","3557","FABP3","Mouse","14079","95478","Fabp2","2","1.91","low","No","No","eggNOG, OrthoDB"
"FABP3","2170","3557","FABP3","Mouse","19660","97877","Rbp2","2","1.91","low","No","No","eggNOG, OrthoDB"
"FABP3","2170","3557","FABP3","Mouse","12903","88490","Crabp1","2","1.91","low","No","No","eggNOG, OrthoDB"
"FABP3","2170","3557","FABP3","Mouse","19659","97876","Rbp1","2","1.91","low","No","No","eggNOG, OrthoDB"
"FABP3","2170","3557","FABP3","Mouse","21884","1194881","Fabp9","2","1.9","low","No","No","eggNOG, OrthoFinder"
"FAIM2","23017","17067","FAIM2","Mouse","72393","1919643","Faim2","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"FAIM2","23017","17067","FAIM2","Mouse","75010","1922305","Tmbim7","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"FAIM2","23017","17067","FAIM2","Mouse","66168","1913418","Grina","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"FAIM2","23017","17067","FAIM2","Mouse","68212","1915462","Tmbim4","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"FAIM2","23017","17067","FAIM2","Mouse","69660","1916910","Tmbim1","3","2.93","low","No","No","eggNOG, OrthoFinder, RoundUp"
"FAM104A","84923","25918","FAM104A","Mouse","28081","106351","Fam104a","12","12.36","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam"
"FAM117B","150864","14440","FAM117B","Mouse","72750","1920000","Fam117b","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"FAM117B","150864","14440","FAM117B","Mouse","215512","2144564","Fam117a","2","1.91","low","No","No","eggNOG, OrthoDB"
"FAM171A1","221061","23522","FAM171A1","Mouse","269233","2442917","Fam171a1","13","13.39","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam"
"FAM171B","165215","29412","FAM171B","Mouse","241520","2444579","Fam171b","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"FAM195A","84331","14142","MCRIP2","Mouse","68241","1915491","Mcrip2","13","13.27","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam"
